Brand,Model,Body,Color,Fuel,Kilometers,Engine,Transmission,Price,Gov,Age_of_Car
Hyundai,Elantra,Sedan,Gold,Benzine,150000,1600,Manual,138.0,Asyut,17
Hyundai,Elantra,Sedan,Black,Benzine,150000,1600,Automatic,157.0,Qalyubia,14
Hyundai,Elantra,Sedan,Silver,Benzine,95000,1600,Automatic,233.0,Suez,10
Hyundai,Elantra,Sedan,Black,Benzine,15000,1600,Automatic,240.0,Cairo,9
Hyundai,Elantra,Sedan,Burgundy,Benzine,170000,1600,Automatic,192.0,Beni Suef,12
Hyundai,Elantra,Sedan,Gray,Benzine,150000,1600,Manual,127.0,Qalyubia,18
Hyundai,Elantra,Sedan,Gray,Benzine,15000,1600,Automatic,270.0,Alexandria,1
Hyundai,Elantra,Sedan,Black,Benzine,200000,1600,Manual,115.0,Cairo,16
Hyundai,Elantra,Sedan,Black,Benzine,95000,1600,Automatic,190.0,Port Said,14
Hyundai,Elantra,Sedan,Black,Benzine,25000,1500,Automatic,150.0,Cairo,14
Hyundai,Elantra,Sedan,Silver,Benzine,200000,1600,Automatic,158.0,Gharbia,14
Hyundai,Elantra,Sedan,Black,Benzine,65000,1600,Automatic,310.0,Cairo,3
Hyundai,Elantra,Sedan,Silver,Benzine,110000,1600,Automatic,240.0,Dakahlia,7
Hyundai,Elantra,Sedan,Black,Benzine,95000,1600,Automatic,180.0,Gharbia,10
Hyundai,Elantra,Sedan,Blue- Navy Blue,Benzine,150000,1600,Automatic,222.0,Beni Suef,9
Hyundai,Elantra,Sedan,Silver,Benzine,95000,1600,Automatic,255.0,Monufia,6
Hyundai,Elantra,Sedan,Silver,Benzine,110000,1600,Automatic,195.0,Giza,5
Hyundai,Elantra,Sedan,Burgundy,Benzine,5000,1600,Automatic,161.4,Sharqia,0
Hyundai,Elantra,Sedan,Silver,Benzine,110000,1600,Automatic,210.0,Cairo,5
Hyundai,Elantra,Sedan,Other Color,Benzine,95000,1600,Automatic,300.0,Cairo,3
Hyundai,Elantra,Sedan,White,Benzine,75000,1600,Automatic,161.4,Ismailia,3
Hyundai,Elantra,Sedan,Gray,Benzine,200000,1600,Automatic,65.0,Cairo,25
Hyundai,Elantra,Sedan,Silver,Benzine,130000,1600,Automatic,165.0,Cairo,17
Hyundai,Elantra,Sedan,White,Benzine,95000,1600,Automatic,175.0,Cairo,12
Hyundai,Elantra,Sedan,Burgundy,Benzine,95000,1600,Automatic,205.0,Alexandria,12
Hyundai,Elantra,Sedan,Burgundy,Benzine,150000,1600,Automatic,245.0,Kafr al-Sheikh,10
Hyundai,Elantra,Sedan,Silver,Benzine,130000,1600,Automatic,120.0,Cairo,16
Hyundai,Elantra,Sedan,Black,Benzine,200000,1600,Automatic,230.0,Beheira,9
Hyundai,Elantra,Sedan,Blue- Navy Blue,Benzine,95000,1600,Automatic,68.0,Aswan,28
Hyundai,Elantra,Sedan,Other Color,Benzine,65000,1600,Automatic,230.0,Giza,4
Hyundai,Elantra,Sedan,White,Benzine,95000,1600,Automatic,155.0,Giza,14
Hyundai,Elantra,Sedan,Silver,Benzine,130000,1600,Automatic,165.0,Ismailia,15
Hyundai,Elantra,Sedan,Red,Benzine,170000,1600,Automatic,180.0,Sharqia,15
Hyundai,Elantra,Sedan,Other Color,Benzine,150000,1600,Automatic,165.0,Sharqia,12
Hyundai,Elantra,Sedan,Silver,Benzine,65000,1600,Automatic,180.0,Qalyubia,7
Hyundai,Elantra,Sedan,Silver,Benzine,15000,1600,Automatic,165.0,Minya,14
Hyundai,Elantra,Sedan,Red,Benzine,110000,1600,Automatic,245.0,Alexandria,9
Hyundai,Elantra,Sedan,Black,Benzine,150000,1600,Automatic,167.0,Cairo,13
Hyundai,Elantra,Sedan,Red,Benzine,85000,1500,Manual,38.0,Port Said,27
Hyundai,Elantra,Sedan,Silver,Benzine,95000,1600,Automatic,240.0,Cairo,4
Hyundai,Elantra,Sedan,Gray,Benzine,110000,1600,Automatic,5.0,Giza,3
Hyundai,Elantra,Sedan,Brown,Benzine,15000,1600,Automatic,238.0,Giza,6
Hyundai,Elantra,Sedan,Silver,Benzine,15000,1600,Automatic,130.0,Dakahlia,20
Hyundai,Elantra,Sedan,Burgundy,Benzine,15000,1500,Manual,90.0,Giza,26
Hyundai,Elantra,Sedan,Black,Benzine,110000,1600,Automatic,162.0,Fayoum,14
Hyundai,Elantra,Sedan,Burgundy,Benzine,25000,1500,Automatic,160.0,Gharbia,12
Hyundai,Elantra,Sedan,Silver,Benzine,95000,1600,Automatic,285.0,Cairo,2
Hyundai,Elantra,Sedan,Black,Benzine,170000,1600,Automatic,225.0,Cairo,7
Hyundai,Elantra,Sedan,Blue- Navy Blue,Benzine,130000,1600,Automatic,245.0,Giza,7
Hyundai,Elantra,Sedan,White,Benzine,190000,1600,Automatic,198.0,Sharqia,10
Hyundai,Elantra,Sedan,Other Color,Benzine,130000,1600,Automatic,170.0,Gharbia,9
Hyundai,Elantra,Sedan,White,Benzine,15000,1600,Automatic,230.0,Alexandria,10
Hyundai,Elantra,Sedan,Black,Benzine,130000,1500,Automatic,125.0,Beheira,16
Hyundai,Elantra,Sedan,Silver,Benzine,130000,1600,Automatic,150.0,Beheira,18
Hyundai,Elantra,Sedan,White,Benzine,200000,1600,Manual,125.0,Qalyubia,15
Hyundai,Elantra,Sedan,Black,Benzine,5000,1500,Automatic,179.0,Cairo,14
Hyundai,Elantra,Sedan,Black,Benzine,150000,1600,Automatic,180.0,Cairo,10
Hyundai,Elantra,Sedan,White,Benzine,5000,1600,Automatic,280.0,Beheira,3
Hyundai,Elantra,Sedan,Gray,Benzine,150000,1600,Automatic,230.0,Giza,3
Hyundai,Excel,Sedan,Red,Benzine,95000,1500,Manual,55.0,Giza,27
Hyundai,Excel,Sedan,Other Color,Benzine,15000,1500,Manual,55.0,Sharqia,27
Hyundai,Excel,Sedan,Other Color,Benzine,85000,1500,Manual,52.0,Cairo,24
Hyundai,Excel,Sedan,Other Color,Benzine,95000,1500,Manual,43.0,Cairo,27
Hyundai,Excel,Sedan,Other Color,Benzine,200000,1500,Manual,43.0,Cairo,27
Hyundai,Excel,Sedan,Red,Benzine,200000,1500,Manual,56.0,Cairo,27
Hyundai,Excel,Hatchback,Red,Benzine,25000,1500,Manual,23.0,Giza,28
Hyundai,Excel,Sedan,Gray,Benzine,200000,1500,Manual,52.0,Giza,24
Hyundai,Excel,Sedan,Other Color,Benzine,110000,1500,Automatic,55.0,Cairo,32
Hyundai,Excel,Sedan,Blue- Navy Blue,Benzine,25000,1500,Manual,49.0,Giza,28
Hyundai,Excel,Sedan,Red,Benzine,200000,1500,Manual,23.0,Port Said,29
Hyundai,Excel,Sedan,Green,Benzine,200000,1500,Manual,45.0,Giza,26
Hyundai,Excel,Sedan,Gray,Benzine,25000,1500,Manual,52.0,Cairo,25
Hyundai,Excel,Sedan,Burgundy,Benzine,150000,1500,Manual,50.5,Sharqia,26
Hyundai,Excel,Sedan,Silver,Benzine,130000,1500,Manual,45.0,Cairo,24
Hyundai,Excel,Sedan,Other Color,Benzine,35000,1500,Manual,43.0,Ismailia,10
Hyundai,Excel,Sedan,Blue- Navy Blue,Benzine,130000,1500,Manual,48.0,Alexandria,26
Hyundai,Excel,Sedan,Other Color,Benzine,170000,1500,Manual,49.0,Damietta,27
Hyundai,Excel,Sedan,Black,Benzine,200000,1500,Manual,45.0,Cairo,26
Hyundai,Excel,Sedan,Other Color,Benzine,200000,1500,Manual,50.0,Cairo,25
Hyundai,Excel,Sedan,Burgundy,Benzine,170000,1500,Manual,48.0,Gharbia,26
Hyundai,Excel,Sedan,Blue- Navy Blue,Benzine,200000,1600,Manual,40.0,Cairo,26
Hyundai,Excel,Sedan,White,Benzine,15000,1500,Manual,30.0,Port Said,30
Hyundai,Excel,Sedan,Burgundy,Benzine,5000,1500,Manual,55.0,Qalyubia,25
Hyundai,Excel,Sedan,Green,Benzine,5000,1500,Manual,47.0,Sharqia,28
Hyundai,Excel,Sedan,Other Color,Benzine,200000,1500,Manual,30.0,Dakahlia,25
Hyundai,Matrix,Hatchback,Silver,Benzine,25000,1600,Manual,135.0,Red Sea,17
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,55000,1600,Automatic,220.0,Dakahlia,12
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,190000,1600,Automatic,157.0,Gharbia,16
Hyundai,Matrix,Hatchback,Red,Benzine,170000,1600,Manual,165.0,Qalyubia,16
Hyundai,Matrix,Hatchback,Silver,Benzine,110000,1600,Automatic,148.0,Dakahlia,19
Hyundai,Matrix,Hatchback,Silver,Benzine,190000,1500,Automatic,146.0,Dakahlia,20
Hyundai,Matrix,Hatchback,Gold,Benzine,15000,1600,Automatic,145.0,Dakahlia,15
Hyundai,Matrix,Hatchback,Black,Benzine,170000,1600,Manual,150.0,Giza,15
Hyundai,Matrix,Hatchback,Black,Benzine,45000,1600,Manual,160.0,Alexandria,15
Hyundai,Matrix,Hatchback,Other Color,Benzine,200000,1600,Automatic,160.0,Dakahlia,17
Hyundai,Matrix,Hatchback,Black,Benzine,150000,1600,Automatic,175.0,Damietta,15
Hyundai,Matrix,Hatchback,Black,Benzine,25000,1600,Automatic,135.0,Dakahlia,17
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,200000,1600,Automatic,175.0,Monufia,14
Hyundai,Matrix,Hatchback,Silver,Benzine,5000,1600,Manual,155.0,Gharbia,14
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,130000,1600,Manual,160.0,Gharbia,14
Hyundai,Matrix,Hatchback,Silver,Benzine,35000,1500,Manual,125.0,Giza,21
Hyundai,Matrix,Hatchback,Silver,Benzine,95000,1600,Automatic,161.4,Kafr al-Sheikh,13
Hyundai,Matrix,Hatchback,White,Benzine,190000,1600,Automatic,156.0,Gharbia,19
Hyundai,Matrix,Hatchback,Black,Benzine,110000,1600,Automatic,158.0,Asyut,17
Hyundai,Matrix,Hatchback,Black,Benzine,150000,1600,Automatic,158.0,Gharbia,16
Hyundai,Matrix,Hatchback,Black,Benzine,55000,1500,Automatic,142.0,Kafr al-Sheikh,21
Hyundai,Matrix,Hatchback,Silver,Benzine,15000,1600,Manual,130.0,Alexandria,15
Hyundai,Matrix,Hatchback,Silver,Benzine,15000,1600,Automatic,137.0,Fayoum,20
Hyundai,Matrix,Hatchback,Black,Benzine,150000,1600,Automatic,163.0,Cairo,15
Hyundai,Matrix,Hatchback,Silver,Benzine,200000,1500,Manual,120.0,Qalyubia,21
Hyundai,Matrix,Hatchback,Black,Benzine,200000,1600,Automatic,180.0,Cairo,16
Hyundai,Matrix,Hatchback,Red,Benzine,190000,1500,Manual,143.0,Cairo,16
Hyundai,Matrix,Hatchback,Other Color,Benzine,5000,1600,Manual,135.0,Gharbia,15
Hyundai,Matrix,Hatchback,Black,Benzine,15000,1600,Automatic,158.0,Sharqia,18
Hyundai,Matrix,Hatchback,Black,Benzine,150000,1600,Automatic,135.0,Dakahlia,21
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,5000,1600,Automatic,173.0,Damietta,12
Hyundai,Matrix,Hatchback,Other Color,Benzine,150000,1600,Automatic,145.0,Dakahlia,17
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,150000,1600,Automatic,174.0,Alexandria,14
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,190000,1600,Automatic,150.0,Minya,15
Hyundai,Matrix,Hatchback,Black,Benzine,15000,1600,Automatic,147.0,Cairo,15
Hyundai,Matrix,Hatchback,Other Color,Benzine,130000,1600,Automatic,145.0,Asyut,20
Hyundai,Matrix,Hatchback,Black,Benzine,130000,1500,Automatic,179.0,Giza,21
Hyundai,Matrix,Hatchback,Other Color,Benzine,15000,1600,Automatic,150.0,Dakahlia,16
Hyundai,Matrix,Hatchback,Black,Benzine,95000,1600,Automatic,218.0,Damietta,12
Hyundai,Matrix,Hatchback,Silver,Benzine,110000,1600,Automatic,192.0,Kafr al-Sheikh,12
Hyundai,Matrix,Hatchback,Gold,Benzine,5000,1600,Automatic,165.0,Asyut,13
Hyundai,Matrix,Hatchback,Black,Benzine,130000,1600,Automatic,165.0,Dakahlia,16
Hyundai,Matrix,Hatchback,Black,Benzine,25000,1500,Automatic,138.0,Beheira,20
Hyundai,Matrix,Hatchback,Black,Benzine,5000,1600,Automatic,150.0,Suez,17
Hyundai,Matrix,Hatchback,Silver,Benzine,170000,1600,Manual,130.0,Asyut,21
Hyundai,Matrix,Hatchback,Red,Benzine,15000,1500,Automatic,141.0,Monufia,17
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,200000,1600,Manual,135.0,Qena,12
Hyundai,Matrix,Hatchback,Silver,Benzine,110000,1600,Automatic,140.0,Gharbia,15
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,150000,1600,Automatic,185.0,Cairo,12
Hyundai,Matrix,Hatchback,White,Benzine,200000,1500,Manual,140.0,Gharbia,21
Hyundai,Matrix,Hatchback,Black,Benzine,200000,1600,Automatic,175.0,Dakahlia,13
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,130000,1600,Automatic,220.0,Beheira,14
Hyundai,Matrix,Hatchback,Black,Benzine,190000,1600,Automatic,155.0,Beheira,19
Hyundai,Matrix,Hatchback,Silver,Benzine,170000,1600,Manual,145.0,Alexandria,13
Hyundai,Matrix,Hatchback,Black,Benzine,110000,1600,Automatic,145.0,Dakahlia,19
Hyundai,Matrix,Hatchback,Gold,Benzine,15000,1600,Automatic,139.0,Giza,16
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,85000,1600,Automatic,175.0,Dakahlia,16
Hyundai,Matrix,Hatchback,Black,Benzine,200000,1600,Manual,115.0,Giza,15
Hyundai,Matrix,Hatchback,Other Color,Benzine,110000,1600,Automatic,156.0,Monufia,20
Hyundai,Matrix,Hatchback,White,Benzine,15000,1600,Automatic,161.4,Dakahlia,21
Hyundai,Matrix,Hatchback,Black,Benzine,170000,1600,Automatic,140.0,Giza,16
Hyundai,Matrix,Hatchback,Gray,Benzine,95000,1600,Automatic,173.0,Dakahlia,14
Hyundai,Matrix,Hatchback,Gray,Benzine,150000,1500,Automatic,135.0,Ismailia,19
Hyundai,Matrix,Hatchback,Silver,Benzine,15000,1600,Manual,137.0,Red Sea,17
Hyundai,Matrix,Hatchback,Black,Benzine,200000,1600,Automatic,172.0,Giza,12
Hyundai,Matrix,Hatchback,Black,Benzine,85000,1600,Automatic,175.0,Dakahlia,16
Hyundai,Matrix,Hatchback,Silver,Benzine,150000,1600,Automatic,180.0,Beni Suef,14
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,170000,1600,Automatic,150.0,Giza,16
Hyundai,Matrix,Hatchback,Green,Benzine,5000,1600,Automatic,155.0,Cairo,19
Hyundai,Matrix,Hatchback,Black,Benzine,95000,1600,Automatic,170.0,Cairo,14
Hyundai,Matrix,Hatchback,Black,Benzine,45000,1600,Automatic,160.0,Damietta,15
Hyundai,Matrix,Hatchback,Other Color,Benzine,15000,1500,Automatic,110.0,Port Said,20
Hyundai,Matrix,Hatchback,Gray,Benzine,95000,1600,Automatic,160.0,Giza,14
Hyundai,Matrix,Hatchback,Other Color,Benzine,150000,1600,Automatic,190.0,Kafr al-Sheikh,14
Hyundai,Matrix,Hatchback,Silver,Benzine,190000,1500,Automatic,157.0,Kafr al-Sheikh,19
Hyundai,Matrix,Hatchback,Black,Benzine,170000,1600,Automatic,185.0,Giza,15
Hyundai,Matrix,Hatchback,Black,Benzine,150000,1600,Manual,135.0,Qalyubia,21
Hyundai,Matrix,Hatchback,Black,Benzine,150000,1600,Automatic,175.0,Cairo,15
Hyundai,Matrix,Hatchback,Red,Benzine,15000,1600,Automatic,160.0,Fayoum,16
Hyundai,Matrix,Hatchback,Black,Benzine,85000,1600,Automatic,140.0,Kafr al-Sheikh,17
Hyundai,Matrix,Hatchback,Black,Benzine,130000,1600,Automatic,150.0,Cairo,15
Hyundai,Matrix,Hatchback,Silver,Benzine,200000,1600,Manual,135.0,Cairo,20
Hyundai,Matrix,Hatchback,Red,Benzine,85000,1600,Manual,145.0,Giza,16
Hyundai,Matrix,Hatchback,Black,Benzine,200000,1600,Manual,165.0,Cairo,13
Hyundai,Matrix,Hatchback,Other Color,Benzine,15000,1600,Manual,150.0,Sharqia,14
Hyundai,Matrix,Hatchback,Green,Benzine,65000,1600,Automatic,165.0,Monufia,20
Hyundai,Matrix,Hatchback,Black,Benzine,150000,1600,Automatic,139.0,Gharbia,14
Hyundai,Matrix,Hatchback,Gray,Benzine,190000,1500,Automatic,128.0,Giza,20
Hyundai,Matrix,Hatchback,Silver,Benzine,200000,1500,Automatic,158.0,Dakahlia,19
Hyundai,Matrix,Hatchback,Silver,Benzine,170000,1500,Manual,150.0,Alexandria,13
Hyundai,Matrix,Hatchback,Other Color,Benzine,190000,1600,Automatic,132.0,Alexandria,21
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,110000,1500,Automatic,162.0,Alexandria,12
Hyundai,Matrix,Hatchback,Silver,Benzine,130000,1600,Automatic,147.0,Sharqia,20
Hyundai,Matrix,Hatchback,Black,Benzine,95000,1600,Automatic,175.0,Beheira,16
Hyundai,Matrix,Hatchback,Black,Benzine,200000,1600,Automatic,143.0,Dakahlia,16
Hyundai,Matrix,Hatchback,Silver,Benzine,15000,1500,Automatic,146.0,Dakahlia,20
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,15000,1600,Manual,145.0,Fayoum,16
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,110000,1600,Automatic,175.0,Dakahlia,20
Hyundai,Matrix,Hatchback,Other Color,Benzine,150000,1500,Automatic,155.0,Fayoum,14
Hyundai,Matrix,Hatchback,Green,Benzine,110000,1600,Manual,135.0,Cairo,19
Hyundai,Matrix,Hatchback,Other Color,Benzine,130000,1600,Manual,128.0,Alexandria,17
Hyundai,Matrix,Hatchback,Other Color,Benzine,15000,1500,Automatic,115.0,Port Said,21
Hyundai,Matrix,Hatchback,Silver,Benzine,150000,1600,Automatic,149.0,Sharqia,17
Hyundai,Matrix,Hatchback,Silver,Benzine,95000,1600,Automatic,170.0,Giza,14
Hyundai,Matrix,Hatchback,White,Benzine,190000,1600,Automatic,160.0,Sohag,17
Hyundai,Matrix,Hatchback,Other Color,Benzine,190000,1600,Automatic,170.0,Cairo,15
Hyundai,Matrix,Hatchback,Beige,Benzine,150000,1600,Automatic,145.0,Cairo,16
Hyundai,Matrix,Hatchback,Silver,Benzine,190000,1600,Automatic,147.0,Dakahlia,14
Hyundai,Matrix,Hatchback,White,Benzine,95000,1600,Automatic,135.0,Damietta,18
Hyundai,Matrix,Hatchback,White,Benzine,5000,1600,Automatic,153.0,Sharqia,20
Hyundai,Matrix,Hatchback,Gray,Benzine,150000,1600,Automatic,173.0,Dakahlia,12
Hyundai,Matrix,Hatchback,Burgundy,Benzine,15000,1600,Automatic,145.0,Alexandria,14
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,15000,1600,Automatic,148.0,Gharbia,20
Hyundai,Matrix,Hatchback,Silver,Benzine,150000,1600,Automatic,153.0,Gharbia,18
Hyundai,Matrix,Hatchback,Silver,Benzine,110000,1500,Automatic,135.0,Gharbia,19
Hyundai,Matrix,Hatchback,Silver,Benzine,130000,1600,Automatic,165.0,Dakahlia,16
Hyundai,Matrix,Hatchback,White,Benzine,95000,1600,Manual,155.0,Sohag,12
Hyundai,Matrix,Hatchback,White,Benzine,85000,1500,Automatic,140.0,Giza,19
Hyundai,Matrix,Hatchback,Burgundy,Benzine,110000,1600,Manual,165.0,Cairo,12
Hyundai,Matrix,Hatchback,Black,Benzine,25000,1600,Automatic,136.0,Alexandria,19
Hyundai,Matrix,Hatchback,Gold,Benzine,130000,1600,Automatic,150.0,Asyut,13
Hyundai,Matrix,Hatchback,Other Color,Benzine,15000,1600,Manual,125.0,Matruh,16
Hyundai,Matrix,Hatchback,Gold,Benzine,150000,1500,Automatic,160.0,Cairo,21
Hyundai,Matrix,Hatchback,Black,Benzine,95000,1600,Automatic,143.0,Fayoum,16
Hyundai,Matrix,Hatchback,Red,Benzine,85000,1600,Automatic,170.0,Dakahlia,20
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,15000,1600,Automatic,132.0,Alexandria,17
Hyundai,Matrix,Hatchback,Other Color,Benzine,110000,1600,Automatic,135.0,Beheira,17
Hyundai,Matrix,Hatchback,Black,Benzine,130000,1600,Automatic,150.0,Giza,16
Hyundai,Matrix,Hatchback,Silver,Benzine,130000,1600,Manual,150.0,Cairo,15
Hyundai,Matrix,Hatchback,Blue- Navy Blue,Benzine,15000,1600,Automatic,155.0,Dakahlia,20
Hyundai,Matrix,Hatchback,Burgundy,Benzine,110000,1600,Automatic,195.0,Giza,11
Hyundai,Matrix,Hatchback,Gold,Benzine,85000,1600,Automatic,170.0,Cairo,16
Hyundai,Matrix,Hatchback,Silver,Benzine,200000,1600,Automatic,170.0,Giza,13
Hyundai,Matrix,Hatchback,Red,Benzine,95000,1600,Automatic,155.0,Gharbia,17
Hyundai,Tucson,SUV,White,Benzine,25000,1600,Automatic,161.4,Sharqia,1
Hyundai,Tucson,SUV,White,Benzine,95000,1600,Automatic,161.4,Dakahlia,5
Hyundai,Tucson,SUV,Black,Benzine,95000,1600,Automatic,161.4,Dakahlia,5
Hyundai,Tucson,SUV,Silver,Benzine,35000,1600,Automatic,161.4,Alexandria,3
Hyundai,Tucson,SUV,White,Benzine,25000,1600,Automatic,161.4,Fayoum,2
Hyundai,Tucson,SUV,Black,Benzine,85000,1600,Automatic,161.4,Cairo,5
Hyundai,Tucson,SUV,Brown,Benzine,65000,1600,Automatic,161.4,Cairo,3
Hyundai,Tucson,SUV,Other Color,Benzine,45000,1600,Automatic,161.4,Port Said,3
Hyundai,Tucson,SUV,White,Benzine,35000,1600,Automatic,161.4,Cairo,2
Hyundai,Tucson,SUV,Black,Benzine,65000,1600,Automatic,161.4,Alexandria,3
Hyundai,Tucson,SUV,Black,Benzine,110000,1600,Automatic,161.4,Dakahlia,5
Hyundai,Tucson,SUV,Silver,Benzine,55000,1600,Automatic,161.4,Gharbia,3
Hyundai,Tucson,SUV,Black,Benzine,5000,1600,Automatic,161.4,Alexandria,0
Hyundai,Tucson,SUV,White,Benzine,55000,1600,Automatic,161.4,Sharqia,3
Hyundai,Tucson,SUV,Gray,Benzine,5000,1600,Automatic,161.4,Cairo,1
Hyundai,Tucson,SUV,White,Benzine,25000,1600,Automatic,161.4,Cairo,1
Hyundai,Tucson,SUV,Silver,Benzine,45000,1600,Automatic,161.4,Cairo,3
Hyundai,Tucson,SUV,Burgundy,Benzine,130000,1600,Automatic,161.4,Giza,5
Hyundai,Tucson,SUV,Silver,Benzine,5000,1600,Automatic,161.4,Sharqia,2
Hyundai,Tucson,SUV,Black,Benzine,130000,1600,Automatic,161.4,Giza,5
Hyundai,Tucson,SUV,Silver,Benzine,5000,1600,Automatic,161.4,Alexandria,1
Hyundai,Tucson,SUV,Gray,Benzine,65000,1600,Automatic,161.4,Fayoum,4
Hyundai,Tucson,SUV,White,Benzine,150000,1600,Automatic,161.4,Qalyubia,5
Hyundai,Tucson,SUV,White,Benzine,55000,1600,Automatic,161.4,Cairo,3
Hyundai,Tucson,SUV,Gray,Benzine,85000,1600,Automatic,161.4,Asyut,5
Hyundai,Tucson,SUV,Black,Benzine,55000,1600,Automatic,161.4,Ismailia,3
Hyundai,Tucson,SUV,White,Benzine,5000,1600,Automatic,161.4,Sharqia,4
Hyundai,Tucson,SUV,Black,Benzine,35000,1600,Automatic,161.4,Ismailia,1
Hyundai,Tucson,SUV,Gray,Benzine,35000,1600,Automatic,161.4,Cairo,1
Hyundai,Tucson,SUV,White,Benzine,45000,1600,Automatic,161.4,Cairo,2
Hyundai,Tucson,SUV,Other Color,Benzine,85000,1600,Automatic,161.4,Asyut,5
Hyundai,Tucson,SUV,Black,Benzine,65000,1600,Automatic,161.4,Alexandria,5
Hyundai,Tucson,SUV,Gold,Benzine,25000,1600,Automatic,161.4,Dakahlia,5
Hyundai,Tucson,SUV,White,Benzine,55000,1600,Automatic,161.4,Cairo,2
Hyundai,Tucson,SUV,Blue- Navy Blue,Benzine,65000,1600,Automatic,161.4,Giza,2
Hyundai,Tucson,SUV,Blue- Navy Blue,Benzine,45000,1600,Automatic,161.4,Giza,3
Hyundai,Tucson,SUV,Black,Benzine,75000,1600,Automatic,161.4,Cairo,6
Hyundai,Tucson,SUV,Red,Benzine,55000,1600,Automatic,161.4,Alexandria,3
Hyundai,Tucson,SUV,Silver,Benzine,35000,1600,Automatic,150.0,Cairo,17
Hyundai,Tucson,SUV,Gray,Benzine,45000,1600,Automatic,161.4,Cairo,3
Hyundai,Tucson,SUV,Black,Benzine,110000,1600,Automatic,161.4,Monufia,4
Hyundai,Tucson,SUV,Black,Benzine,25000,1600,Automatic,161.4,Giza,1
Hyundai,Tucson,SUV,White,Benzine,75000,1600,Automatic,161.4,Dakahlia,3
Hyundai,Tucson,SUV,White,Benzine,5000,1600,Automatic,161.4,Beheira,0
Hyundai,Tucson,SUV,Black,Benzine,75000,1600,Automatic,161.4,Cairo,2
Hyundai,Tucson,SUV,Silver,Benzine,5000,1600,Automatic,161.4,Damietta,1
Hyundai,Tucson,SUV,Black,Benzine,5000,1600,Automatic,161.4,Giza,4
Hyundai,Tucson,SUV,Other Color,Benzine,5000,1600,Automatic,161.4,Suez,2
Hyundai,Tucson,SUV,Black,Benzine,65000,1600,Automatic,161.4,Giza,5
Hyundai,Tucson,SUV,Blue- Navy Blue,Benzine,55000,1600,Automatic,161.4,Giza,5
Hyundai,Tucson,SUV,White,Benzine,95000,1600,Automatic,161.4,Beheira,4
Hyundai,Tucson,SUV,Red,Benzine,45000,1600,Automatic,161.4,Giza,3
Hyundai,Tucson,SUV,Green,Benzine,15000,1600,Automatic,161.4,Asyut,1
Hyundai,Tucson,SUV,Brown,Benzine,45000,1600,Automatic,325.0,Cairo,5
Hyundai,Tucson,SUV,Silver,Benzine,110000,1600,Automatic,161.4,Cairo,5
Hyundai,Tucson,SUV,Gray,Benzine,5000,1600,Automatic,161.4,Qalyubia,3
Hyundai,Tucson,SUV,Black,Benzine,15000,1600,Automatic,161.4,Giza,1
Hyundai,Tucson,SUV,Black,Benzine,95000,1600,Automatic,161.4,Giza,5
Hyundai,Tucson,SUV,White,Benzine,110000,1600,Automatic,161.4,Cairo,4
Hyundai,Tucson,SUV,White,Benzine,130000,1600,Automatic,161.4,Cairo,3
Hyundai,Tucson,SUV,White,Benzine,35000,1600,Automatic,161.4,Cairo,3
Hyundai,Tucson,SUV,Beige,Benzine,85000,1600,Automatic,161.4,Kafr al-Sheikh,5
Hyundai,Tucson,SUV,Black,Benzine,95000,1600,Automatic,161.4,Cairo,3
Hyundai,Tucson,SUV,White,Benzine,5000,1600,Automatic,161.4,Sharqia,0
Hyundai,Tucson,SUV,Black,Benzine,65000,1600,Automatic,161.4,Cairo,3
Hyundai,Tucson,SUV,White,Benzine,95000,1600,Automatic,161.4,Sharqia,3
Hyundai,Tucson,SUV,White,Benzine,75000,1600,Automatic,161.4,Alexandria,3
Hyundai,Tucson,SUV,Gray,Benzine,35000,1600,Automatic,161.4,Giza,1
Hyundai,Tucson,SUV,Silver,Benzine,110000,1600,Automatic,161.4,Qalyubia,5
Hyundai,Tucson,SUV,Black,Benzine,150000,1600,Automatic,161.4,Alexandria,3
Hyundai,Tucson,SUV,Brown,Benzine,45000,1600,Automatic,161.4,Cairo,2
Hyundai,Tucson,SUV,Black,Benzine,5000,1600,Automatic,161.4,Giza,1
